Buy 8850  AUKV @ 91.77 #+15145559425
Sell 13440  AUKV @ 124.26 #+15145557201
Buy 4530  AUKV @ 121.9 #+15145556215
Sell 7920  AUKV @ 121.51 #+15145553396
Sell 11110  AUKV @ 124.74 #+15145554199
Sell 9670  AUKV @ 128.85 #+15145557305
Sell 11080  AUKV @ 129.37 #+15145553784
Sell 8110  AUKV @ 133.26 #+15145559471
Buy 15560  AUKV @ 137.66 #+15145555839
Buy 11740  AUKV @ 138.57 #+15145555193
Sell 15190  AUKV @ 137.34 #+15145558273
Sell 15170  AUKV @ 132.34 #+15145554245
Buy 6410  AUKV @ 132.83 #+15145556555
Sell 11000  AUKV @ 136.52 #+15145558666
Sell 11610  AUKV @ 139.89 #+15145559943
Buy 14760  AUKV @ 142.7 #+15145557142
Sell 11500  AUKV @ 135.41 #+15145558498
Buy 19170  AUKV @ 132.33 #+15145557889
Sell 12950  AUKV @ 136.61 #+15145556412
Buy 10250  AUKV @ 138.13 #+15145559341
Buy 7810  AUKV @ 140.4 #+15145558471
Sell 15760  AUKV @ 141.64 #+15145555580
Buy 8750  AUKV @ 148.12 #+15145550846
Sell 11690  AUKV @ 145.12 #+15145555893
Sell 16760  AUKV @ 145.63 #+15145556516
Buy 13160  AUKV @ 146.72 #+15145553198
Buy 24820  AUKV @ 147.63 #+15145558776
Sell 26420  AUKV @ 147.55 #+15145557796
Buy 15680  AUKV @ 144.1 #+15145555657
Sell 23870  AUKV @ 144.52 #+15145551821
Sell 28820  AUKV @ 138.69 #+15145557821
Buy 22110  AUKV @ 137.02 #+15145553298
Sell 9350  AUKV @ 138.64 #+15145550471
Buy 18740  AUKV @ 143.41 #+15145558370
Buy 14260  AUKV @ 145.44 #+15145555848
Buy 24910  AUKV @ 147.74 #+15145559720
Sell 11400  AUKV @ 149.73 #+15145555975
Buy 14600  AUKV @ 153.87 #+15145554962
Sell 17370  AUKV @ 155.82 #+15145554641
Buy 15580  AUKV @ 152 #+15145559028
Buy 8380  AUKV @ 155.52 #+15145553276
Sell 10960  AUKV @ 159.72 #+15145553344
Buy 18270  AUKV @ 158.61 #+15145553861
Buy 18260  AUKV @ 164.98 #+15145554773
Buy 12510  AUKV @ 164.83 #+15145559065
Buy 17930  AUKV @ 163.23 #+15145550449
Buy 11940  AUKV @ 169.2 #+15145551238
Sell 18000  AUKV @ 167.8 #+15145558230
Sell 12160  AUKV @ 168.24 #+15145557028
Buy 18790  AUKV @ 166.95 #+15145559055
Sell 20990  AUKV @ 175.28 #+15145555480
Buy 19550  AUKV @ 170.11 #+15145554199
Buy 22700  AUKV @ 162.85 #+15145551210
Sell 22470  AUKV @ 165.3 #+15145552076
Buy 22400  AUKV @ 164.2 #+15145557084
Buy 19570  AUKV @ 158.31 #+15145554431
Sell 14510  AUKV @ 161.61 #+15145551253
Buy 24460  AUKV @ 162.42 #+15145554481
Buy 36000  AUKV @ 158.82 #+15145554791
Sell 19450  AUKV @ 153.99 #+15145552121
Sell 25910  AUKV @ 158.62 #+15145553209
Sell 27820  AUKV @ 156.69 #+15145550034
Buy 18190  AUKV @ 156.17 #+15145555120
Buy 17270  AUKV @ 155.25 #+15145554295
Sell 17140  AUKV @ 154.76 #+15145550456
Sell 23600  AUKV @ 161.34 #+15145556384
Sell 27890  AUKV @ 164.62 #+15145553495
Sell 27810  AUKV @ 166.02 #+15145555251
Sell 29760  AUKV @ 164.59 #+15145550089
Buy 22520  AUKV @ 162.55 #+15145550604
Buy 16100  AUKV @ 160.85 #+15145554803
Buy 17080  AUKV @ 159.19 #+15145556297
Buy 25570  AUKV @ 156.21 #+15145555462
Buy 20000  AUKV @ 154.55 #+15145559135
Buy 36490  AUKV @ 153.45 #+15145559977
Buy 24980  AUKV @ 159.34 #+15145556927
Sell 16930  AUKV @ 163.43 #+15145553216
Buy 30570  AUKV @ 162.55 #+15145552370
Sell 41750  AUKV @ 164 #+15145554899
Sell 21760  AUKV @ 162.13 #+15145552669
Buy 30940  AUKV @ 158.6 #+15145559215
Buy 41660  AUKV @ 158.62 #+15145550606
Sell 28200  AUKV @ 160.21 #+15145554643
Sell 34550  AUKV @ 161.45 #+15145556586
Buy 24810  AUKV @ 158.58 #+15145555162
Sell 11270  AUKV @ 155.36 #+15145552487
Sell 22100  AUKV @ 151.13 #+15145550040
Sell 21130  AUKV @ 150.68 #+15145555860
Sell 16670  AUKV @ 151.04 #+15145554469
Sell 16860  AUKV @ 151.96 #+15145552229
Buy 16540  AUKV @ 151.61 #+15145559979
Buy 27490  AUKV @ 152.48 #+15145553757
Buy 14550  AUKV @ 154.57 #+15145558393
Buy 9620  AUKV @ 158.54 #+15145552946
Buy 25380  AUKV @ 157.89 #+15145550404
Buy 22720  AUKV @ 156.37 #+15145551748
Sell 18340  AUKV @ 159.42 #+15145550286
Buy 36650  AUKV @ 155.08 #+15145554668
Buy 19830  AUKV @ 159.65 #+15145559994
Buy 14170  AUKV @ 160.11 #+15145551414
Sell 34400  AUKV @ 156.02 #+15145551180
Buy 21790  AUKV @ 152.9 #+15145554260
Sell 29350  AUKV @ 152.09 #+15145558918
Sell 29540  AUKV @ 149.83 #+15145550269
Sell 28230  AUKV @ 146.35 #+15145553391
Sell 10710  AUKV @ 136.59 #+15145556004
Buy 15990  AUKV @ 139.06 #+15145555612
Sell 25120  AUKV @ 146.85 #+15145555539
Buy 24530  AUKV @ 148.19 #+15145550938
Sell 18550  AUKV @ 148.15 #+15145551710
Sell 16050  AUKV @ 149.78 #+15145553536
Sell 15660  AUKV @ 149.69 #+15145554493
Sell 21500  AUKV @ 150.18 #+15145557607
Buy 19740  AUKV @ 149.57 #+15145554785
Sell 16270  AUKV @ 151.51 #+15145559259
Sell 24220  AUKV @ 157.14 #+15145558219
Sell 29570  AUKV @ 161.16 #+15145556616
Sell 24810  AUKV @ 156.92 #+15145555147
Buy 20530  AUKV @ 161.77 #+15145555790
Buy 11860  AUKV @ 159.81 #+15145552417
Buy 27700  AUKV @ 155.86 #+15145554152
Buy 32270  AUKV @ 156.07 #+15145551069
Sell 14100  AUKV @ 161.33 #+15145558330
Sell 19260  AUKV @ 155.86 #+15145554100
Sell 29410  AUKV @ 157.31 #+15145557852
Sell 41170  AUKV @ 162.21 #+15145557889
Sell 21110  AUKV @ 160.04 #+15145555013
Sell 23920  AUKV @ 158.23 #+15145552241
Buy 15890  AUKV @ 164.99 #+15145554434
Buy 20700  AUKV @ 162.28 #+15145550706
Buy 27040  AUKV @ 167.52 #+15145559626
Buy 20450  AUKV @ 161.37 #+15145558962
Sell 11170  AUKV @ 167.5 #+15145558839
Buy 10800  AUKV @ 160.02 #+15145557742
Buy 12950  AUKV @ 163.11 #+15145557509
Buy 22450  AUKV @ 163.46 #+15145556895
Buy 12530  AUKV @ 165.72 #+15145550259
Buy 67430  AUKV @ 171.44 #+15145550500
Sell 17540  AUKV @ 167.36 #+15145557219
Buy 15530  AUKV @ 165.94 #+15145554525
Buy 14760  AUKV @ 168.64 #+15145554122
Sell 32790  AUKV @ 174.57 #+15145556291
Buy 37620  AUKV @ 170.22 #+15145559449
Buy 15040  AUKV @ 172.09 #+15145555319
Sell 11670  AUKV @ 168.53 #+15145550162
Buy 23380  AUKV @ 170.88 #+15145553913
Sell 10540  AUKV @ 170.84 #+15145557758
Sell 16670  AUKV @ 173.26 #+15145559719
Buy 8250  AUKV @ 173.06 #+15145555586
Sell 22720  AUKV @ 171.63 #+15145556075
Sell 30440  AUKV @ 166.17 #+15145559168
Buy 19770  AUKV @ 168.65 #+15145550822
Sell 20080  AUKV @ 175.38 #+15145554727
Sell 30370  AUKV @ 177.6 #+15145552433
Buy 33490  AUKV @ 180.95 #+15145559697
Sell 42920  AUKV @ 185.46 #+15145559082
Sell 32430  AUKV @ 184.7 #+15145559362
Sell 24660  AUKV @ 190.78 #+15145555537
Sell 19550  AUKV @ 190.29 #+15145557469
Buy 25660  AUKV @ 186.63 #+15145553501
Buy 29360  AUKV @ 193.8 #+15145559313
Buy 21970  AUKV @ 191.01 #+15145554009
Sell 31940  AUKV @ 187.33 #+15145553841
Buy 42000  AUKV @ 192.09 #+15145554282
Sell 39300  AUKV @ 194.06 #+15145557311
Buy 36460  AUKV @ 193.88 #+15145553908
Buy 38950  AUKV @ 190.17 #+15145557275
Sell 35080  AUKV @ 195.93 #+15145559191
Buy 37600  AUKV @ 195.43 #+15145556692
Sell 36070  AUKV @ 188.46 #+15145552687
Sell 28490  AUKV @ 188.93 #+15145556651
Buy 52710  AUKV @ 185.27 #+15145556056
Sell 68780  AUKV @ 175.34 #+15145556655
Sell 73750  AUKV @ 175.35 #+15145557045
Sell 48220  AUKV @ 175.58 #+15145559036
Buy 40230  AUKV @ 177.72 #+15145554150
Sell 16330  AUKV @ 174.57 #+15145551738
Buy 11980  AUKV @ 166.37 #+15145553475
Buy 14600  AUKV @ 171.32 #+15145555608
Sell 32700  AUKV @ 167.83 #+15145559282
Buy 37280  AUKV @ 169.81 #+15145558480
Buy 25000  AUKV @ 162 #+15145559791
Sell 26890  AUKV @ 159.5 #+15145554514
Buy 44250  AUKV @ 157.66 #+15145552644
Sell 40730  AUKV @ 156.77 #+15145556782
Buy 49440  AUKV @ 158.04 #+15145554335
Buy 47780  AUKV @ 160.34 #+15145555767
Buy 47610  AUKV @ 159.5 #+15145557982
Sell 33410  AUKV @ 159.1 #+15145558746
Sell 19270  AUKV @ 162.67 #+15145554014
Sell 10520  AUKV @ 161.69 #+15145550687
Buy 15890  AUKV @ 159.08 #+15145556246
Buy 15720  AUKV @ 160.68 #+15145555699
Buy 11400  AUKV @ 163.2 #+15145554938
Sell 23700  AUKV @ 158.83 #+15145558270
Sell 32670  AUKV @ 160.1 #+15145553504
Buy 28680  AUKV @ 160.84 #+15145558144
Buy 25860  AUKV @ 162.19 #+15145556595
Buy 16930  AUKV @ 163.45 #+15145559014
Buy 18690  AUKV @ 162.62 #+15145552344
Sell 17760  AUKV @ 167.68 #+15145551561
Buy 8260  AUKV @ 171.25 #+15145553294
Buy 16820  AUKV @ 169.24 #+15145552432
Buy 33040  AUKV @ 172.27 #+15145558507
Sell 59610  AUKV @ 164 #+15145558719
Sell 25700  AUKV @ 168.52 #+15145553925
Sell 19880  AUKV @ 168.38 #+15145559034
Sell 14500  AUKV @ 175.78 #+15145554451
Buy 13190  AUKV @ 172.35 #+15145550408
Buy 14020  AUKV @ 178.43 #+15145552382
Sell 8590  AUKV @ 178.52 #+15145559234
Sell 9620  AUKV @ 181.11 #+15145558140
Buy 6460  AUKV @ 178.97 #+15145558658
Buy 7280  AUKV @ 183.61 #+15145558409
Sell 7020  AUKV @ 183.62 #+15145550575
Buy 15420  AUKV @ 183.28 #+15145550990
Buy 4830  AUKV @ 184.79 #+15145557902
Sell 8280  AUKV @ 178.8 #+15145558183
Sell 7360  AUKV @ 175.67 #+15145555362
Sell 1420  AUKV @ 177.91 #+15145551881
Sell 12560  AUKV @ 177.25 #+15145558121
Sell 11620  AUKV @ 175.28 #+15145552053
Buy 15030  AUKV @ 175.12 #+15145557421
Sell 10590  AUKV @ 176.45 #+15145558787
Sell 5110  AUKV @ 180.04 #+15145552200
Buy 11550  AUKV @ 185.4 #+15145554500
Sell 9530  AUKV @ 188.33 #+15145558489
Buy 4800  AUKV @ 184.61 #+15145553353
Sell 12020  AUKV @ 176.62 #+15145552081
Sell 9420  AUKV @ 171.43 #+15145551463
Sell 4840  AUKV @ 171.19 #+15145556665
Buy 9130  AUKV @ 170.64 #+15145551324
Buy 9540  AUKV @ 174.7 #+15145551778
Buy 4670  AUKV @ 172.83 #+15145557000
Buy 11440  AUKV @ 175.38 #+15145556049
Sell 7750  AUKV @ 176.42 #+15145554306
Buy 10200  AUKV @ 180 #+15145552998
Sell 3060  AUKV @ 183.65 #+15145556256
Sell 10260  AUKV @ 181.76 #+15145559274
Buy 10950  AUKV @ 183.4 #+15145551975
Buy 5370  AUKV @ 181.06 #+15145557586
Sell 6940  AUKV @ 179.75 #+15145556263
Buy 10820  AUKV @ 179.41 #+15145552177
Buy 4140  AUKV @ 180.7 #+15145551600
Sell 9160  AUKV @ 176.66 #+15145559550
Buy 9650  AUKV @ 180.69 #+15145559058
Sell 12650  AUKV @ 184.89 #+15145551648
Sell 7690  AUKV @ 189.4 #+15145550850
Sell 6450  AUKV @ 193.41 #+15145559217
Sell 9420  AUKV @ 194.15 #+15145558453
Buy 9460  AUKV @ 200.23 #+15145559815
Buy 9680  AUKV @ 209.61 #+15145556380
Sell 12490  AUKV @ 211.64 #+15145553832
Buy 10210  AUKV @ 209.98 #+15145559909
Buy 8920  AUKV @ 203.59 #+15145553833
Sell 8530  AUKV @ 197.79 #+15145550320
Sell 9550  AUKV @ 200.94 #+15145559348
Sell 11500  AUKV @ 203.14 #+15145555525
Sell 7440  AUKV @ 196.61 #+15145557303
Sell 6700  AUKV @ 191.24 #+15145553786
Buy 4610  AUKV @ 193.33 #+15145556451
Buy 3860  AUKV @ 192.73 #+15145555053
Buy 12010  AUKV @ 193.25 #+15145557986
Buy 11570  AUKV @ 197.4 #+15145558678
Buy 7200  AUKV @ 188.44 #+15145555823
Buy 13010  AUKV @ 188.31 #+15145551611
Sell 17020  AUKV @ 193.1 #+15145552976
Buy 13780  AUKV @ 191.64 #+15145551607
Sell 13700  AUKV @ 188.47 #+15145553674
Buy 7750  AUKV @ 192.21 #+15145558805
Buy 12550  AUKV @ 194.62 #+15145552185
Sell 6010  AUKV @ 196.08 #+15145558151
Buy 9520  AUKV @ 195.87 #+15145555863
Sell 8070  AUKV @ 193.34 #+15145559982
Buy 4010  AUKV @ 194.24 #+15145554832
Buy 12460  AUKV @ 194.82 #+15145550103
Buy 13140  AUKV @ 191.7 #+15145558911
Sell 4770  AUKV @ 190.96 #+15145554517
Buy 8530  AUKV @ 187.07 #+15145553123
Buy 5700  AUKV @ 175.04 #+15145552254
Buy 10710  AUKV @ 174.38 #+15145559567
Sell 3240  AUKV @ 175.75 #+15145559358
Buy 13230  AUKV @ 175.25 #+15145553351
Buy 12450  AUKV @ 171.02 #+15145551370
Sell 7600  AUKV @ 174.48 #+15145559213
Buy 5330  AUKV @ 165.5 #+15145557260
Buy 6280  AUKV @ 168.47 #+15145554833
Buy 4100  AUKV @ 172.44 #+15145553935
Sell 6760  AUKV @ 169.65 #+15145550726
Sell 11070  AUKV @ 171.2 #+15145555636
Sell 7230  AUKV @ 174.35 #+15145557284
Buy 12980  AUKV @ 174.55 #+15145552917
Sell 5320  AUKV @ 175.55 #+15145559676
Sell 9500  AUKV @ 175.51 #+15145557261
Sell 3970  AUKV @ 174.81 #+15145558407
Buy 6050  AUKV @ 171.31 #+15145552364
Sell 11320  AUKV @ 176.4 #+15145552811
Sell 9350  AUKV @ 172.31 #+15145557158
Buy 6730  AUKV @ 172.89 #+15145558705
Sell 7060  AUKV @ 165.35 #+15145554485
Buy 9290  AUKV @ 163.66 #+15145554637
Sell 7380  AUKV @ 165.86 #+15145551109
Sell 9520  AUKV @ 162.28 #+15145553152
Sell 9000  AUKV @ 161.91 #+15145558889
Sell 10150  AUKV @ 162.3 #+15145552288
Sell 13700  AUKV @ 162.95 #+15145555552
Buy 7560  AUKV @ 161.25 #+15145555336
Sell 11690  AUKV @ 159.25 #+15145550045
Buy 15960  AUKV @ 158.91 #+15145552245
Sell 18060  AUKV @ 161.2 #+15145559841
Sell 8220  AUKV @ 155.62 #+15145555240
Sell 24790  AUKV @ 162.82 #+15145550929
Sell 13760  AUKV @ 163.02 #+15145559580
Sell 5260  AUKV @ 162.92 #+15145551786
Sell 12000  AUKV @ 159.4 #+15145551765
Sell 12580  AUKV @ 166.7 #+15145553611
Sell 11460  AUKV @ 171.46 #+15145552318
Buy 11660  AUKV @ 176.59 #+15145554982
Buy 10050  AUKV @ 171.63 #+15145558011
Sell 12000  AUKV @ 169.47 #+15145551050
Sell 7300  AUKV @ 172.36 #+15145551326
Sell 7550  AUKV @ 171.42 #+15145553971
Buy 8390  AUKV @ 172.75 #+15145553695
Sell 12630  AUKV @ 170.4 #+15145554009
Buy 9160  AUKV @ 172.68 #+15145551431
Sell 19600  AUKV @ 172.15 #+15145550182
Buy 8330  AUKV @ 161.43 #+15145556907
Buy 3480  AUKV @ 159.63 #+15145550106
Buy 11690  AUKV @ 159.2 #+15145554101
Sell 9060  AUKV @ 156.39 #+15145556667
Sell 6510  AUKV @ 154.19 #+15145550463
Sell 9910  AUKV @ 158.63 #+15145558249
Sell 6960  AUKV @ 155.55 #+15145555351
Sell 7440  AUKV @ 156.07 #+15145554487
Buy 6390  AUKV @ 156.58 #+15145557075
Sell 9480  AUKV @ 153.71 #+15145556917
Buy 15990  AUKV @ 149.08 #+15145553732
Sell 11480  AUKV @ 149.3 #+15145551131
Buy 3400  AUKV @ 150.53 #+15145558945
Buy 4020  AUKV @ 156.45 #+15145553116
Buy 6710  AUKV @ 156.65 #+15145559510
Sell 11370  AUKV @ 152.43 #+15145551029
Buy 10260  AUKV @ 146.85 #+15145556439
Sell 7040  AUKV @ 145.82 #+15145553547
Buy 9420  AUKV @ 142.62 #+15145550465
Sell 4070  AUKV @ 146.04 #+15145556203
Buy 8110  AUKV @ 143.65 #+15145554192
Sell 13690  AUKV @ 144.62 #+15145553107
Sell 7260  AUKV @ 146.51 #+15145557371
Buy 6540  AUKV @ 148.6 #+15145550168
Sell 7000  AUKV @ 144.83 #+15145553504
Buy 9530  AUKV @ 150.66 #+15145558970
Buy 21130  AUKV @ 146.22 #+15145552700
Buy 9580  AUKV @ 146.34 #+15145553020
Buy 11000  AUKV @ 148.83 #+15145556924
Buy 12560  AUKV @ 147.1 #+15145559845
Buy 11250  AUKV @ 146.06 #+15145552158
Buy 9050  AUKV @ 146.97 #+15145550016
Sell 9300  AUKV @ 145.49 #+15145558121
Sell 9320  AUKV @ 146.08 #+15145559111
Buy 5730  AUKV @ 148.88 #+15145554019
Buy 4840  AUKV @ 145.82 #+15145552815
Buy 11790  AUKV @ 145.87 #+15145551553
Sell 12320  AUKV @ 144.28 #+15145556465
Sell 4930  AUKV @ 145.95 #+15145556459
Buy 11910  AUKV @ 148.03 #+15145551296
Buy 7860  AUKV @ 151.81 #+15145558312
Sell 7630  AUKV @ 156.69 #+15145554971
Sell 11690  AUKV @ 161.22 #+15145559602
Buy 8350  AUKV @ 164.85 #+15145553708
Buy 11700  AUKV @ 164.12 #+15145557627
Buy 12930  AUKV @ 163.74 #+15145552490
Sell 8420  AUKV @ 161.67 #+15145557494
Buy 3290  AUKV @ 158.87 #+15145554063
Buy 8560  AUKV @ 167.32 #+15145554728
Buy 3840  AUKV @ 164.1 #+15145557828
Buy 8550  AUKV @ 166.82 #+15145555049
Sell 5980  AUKV @ 160.91 #+15145550881
Sell 6160  AUKV @ 159.88 #+15145556920
Buy 15080  AUKV @ 157.95 #+15145550487
Buy 10960  AUKV @ 151.92 #+15145555115
Buy 12130  AUKV @ 153.39 #+15145551864
Buy 11430  AUKV @ 153.63 #+15145554475
Buy 6520  AUKV @ 152.61 #+15145552487
Sell 13260  AUKV @ 155.37 #+15145553290
Sell 8790  AUKV @ 152.43 #+15145556592
Sell 6550  AUKV @ 151.63 #+15145553095
Sell 17280  AUKV @ 152.78 #+15145555419
Sell 20340  AUKV @ 154 #+15145556443
Sell 15290  AUKV @ 156.23 #+15145554730
Sell 7370  AUKV @ 158.63 #+15145557350
Buy 7240  AUKV @ 155.13 #+15145558528
Buy 4020  AUKV @ 156.05 #+15145551821
Sell 6980  AUKV @ 158.81 #+15145552530
Buy 5060  AUKV @ 163.45 #+15145554272
Sell 5150  AUKV @ 168.6 #+15145551026
Sell 11690  AUKV @ 163.54 #+15145554699
Sell 7120  AUKV @ 166.49 #+15145557818
Buy 5670  AUKV @ 167.26 #+15145556155
Buy 11990  AUKV @ 169.69 #+15145550918
Buy 12220  AUKV @ 170.77 #+15145558853
Buy 11730  AUKV @ 170.16 #+15145559437
Sell 12380  AUKV @ 176.97 #+15145557770
Sell 3890  AUKV @ 172.94 #+15145556604
Buy 15780  AUKV @ 170.2 #+15145552542
Sell 5250  AUKV @ 174.62 #+15145552671
Buy 8950  AUKV @ 161.87 #+15145559124
Sell 10970  AUKV @ 165.29 #+15145551276
Sell 7540  AUKV @ 166.63 #+15145553044
Buy 13230  AUKV @ 169.05 #+15145554788
Sell 7610  AUKV @ 173.5 #+15145559150
Sell 11020  AUKV @ 168.91 #+15145552801
Sell 12810  AUKV @ 165.87 #+15145558200
Buy 9940  AUKV @ 160.67 #+15145556387
Sell 7990  AUKV @ 158.57 #+15145556542
Sell 6090  AUKV @ 157.62 #+15145554275
Sell 14110  AUKV @ 158.72 #+15145550139
Sell 17160  AUKV @ 157.67 #+15145558256
Sell 10970  AUKV @ 159.71 #+15145557448
Sell 14080  AUKV @ 161.33 #+15145556420
Sell 18700  AUKV @ 159.29 #+15145551617
Buy 15380  AUKV @ 163.89 #+15145556433
Buy 10940  AUKV @ 165.46 #+15145555908
Sell 10440  AUKV @ 168.13 #+15145557074
Sell 10600  AUKV @ 163.43 #+15145551913
Sell 11190  AUKV @ 166.35 #+15145559410
Buy 8340  AUKV @ 165.29 #+15145551563
Sell 7460  AUKV @ 162.05 #+15145557970
Buy 13830  AUKV @ 161.55 #+15145553558
Sell 5330  AUKV @ 158.2 #+15145558214
Buy 13830  AUKV @ 159.64 #+15145557271
Buy 10840  AUKV @ 159.13 #+15145553139
Sell 9890  AUKV @ 158.25 #+15145553236
Sell 11880  AUKV @ 151.22 #+15145559546
Buy 13700  AUKV @ 151.69 #+15145553065
Buy 5590  AUKV @ 154.16 #+15145558531
Buy 22110  AUKV @ 150.97 #+15145556640
Buy 12550  AUKV @ 149.73 #+15145553102
Buy 13090  AUKV @ 144.41 #+15145559539
Sell 12010  AUKV @ 149.85 #+15145557190
Sell 14250  AUKV @ 146.3 #+15145554254
Buy 12620  AUKV @ 146.74 #+15145553480
Sell 7680  AUKV @ 144.62 #+15145559472
Sell 14130  AUKV @ 148.94 #+15145554838
Sell 7370  AUKV @ 152.02 #+15145556666
Buy 9380  AUKV @ 151.04 #+15145555082
Sell 13490  AUKV @ 151.63 #+15145556629
Sell 15790  AUKV @ 145.58 #+15145550218
Sell 11540  AUKV @ 145.36 #+15145557904
Sell 15280  AUKV @ 143.68 #+15145557914
Buy 10760  AUKV @ 149.63 #+15145556823
Sell 8990  AUKV @ 148.5 #+15145557832
Sell 7780  AUKV @ 147.67 #+15145550868
Buy 9290  AUKV @ 144.63 #+15145557790
Sell 11290  AUKV @ 146.95 #+15145552052
Sell 9950  AUKV @ 147.78 #+15145558325
Buy 9730  AUKV @ 148.26 #+15145553032
Buy 11730  AUKV @ 147.64 #+15145552093
Sell 6570  AUKV @ 148.63 #+15145550378
Sell 8170  AUKV @ 147.88 #+15145557785
Sell 9360  AUKV @ 147.78 #+15145550991
Buy 11620  AUKV @ 150.18 #+15145550742
Buy 13520  AUKV @ 152.95 #+15145557471
Sell 5590  AUKV @ 150.7 #+15145559299
Sell 9520  AUKV @ 148.94 #+15145556319
Buy 13190  AUKV @ 142.01 #+15145555983
Sell 9590  AUKV @ 143.58 #+15145558785
Sell 14900  AUKV @ 144.29 #+15145558544
Sell 6810  AUKV @ 145.66 #+15145559736
Sell 10140  AUKV @ 149.47 #+15145551558
Buy 14140  AUKV @ 153.81 #+15145556381
Sell 8230  AUKV @ 156.61 #+15145558280
Sell 9750  AUKV @ 153.8 #+15145554646
Sell 29360  AUKV @ 152.29 #+15145554590
Buy 22380  AUKV @ 153.83 #+15145551851
Buy 19280  AUKV @ 148.72 #+15145553689
Buy 27400  AUKV @ 155.28 #+15145557805
Buy 25050  AUKV @ 156.19 #+15145557038
Buy 16670  AUKV @ 157.65 #+15145550314
Buy 14090  AUKV @ 160.77 #+15145550952
Sell 11210  AUKV @ 160.18 #+15145559041
Buy 21760  AUKV @ 164.5 #+15145557436
Sell 16100  AUKV @ 159.67 #+15145557738
Sell 14660  AUKV @ 169.1 #+15145552090
Buy 13470  AUKV @ 164.29 #+15145556033
Buy 17740  AUKV @ 166.18 #+15145559495
Sell 13190  AUKV @ 162.38 #+15145557296
Buy 21880  AUKV @ 162.5 #+15145558596
Sell 17780  AUKV @ 161.99 #+15145550873
Buy 17610  AUKV @ 163.32 #+15145556656
Buy 11210  AUKV @ 161.72 #+15145552034
Buy 12310  AUKV @ 161.78 #+15145552825
Buy 10900  AUKV @ 158.06 #+15145554709
Buy 5470  AUKV @ 160.74 #+15145551683
Sell 8430  AUKV @ 164.15 #+15145557824
Buy 10220  AUKV @ 157.74 #+15145559318
Sell 4510  AUKV @ 156.11 #+15145554136
Buy 12060  AUKV @ 158.88 #+15145552231
Sell 10540  AUKV @ 153.98 #+15145557813
Buy 10290  AUKV @ 156.52 #+15145557469
Buy 4780  AUKV @ 154.39 #+15145559060
Sell 4480  AUKV @ 155.1 #+15145556389
Buy 11700  AUKV @ 157.31 #+15145558131
Sell 10210  AUKV @ 155.91 #+15145551932
Sell 9860  AUKV @ 156.7 #+15145554868
Buy 9510  AUKV @ 148.99 #+15145553321
Buy 13300  AUKV @ 145.58 #+15145556226
Sell 9380  AUKV @ 147.97 #+15145557413
Sell 16110  AUKV @ 148.2 #+15145552180
Sell 16710  AUKV @ 152 #+15145559383
Buy 11700  AUKV @ 145.17 #+15145556407
Buy 14130  AUKV @ 145.55 #+15145559291
Sell 17270  AUKV @ 140.72 #+15145550179
Sell 16360  AUKV @ 142.86 #+15145551493
Sell 9210  AUKV @ 148.2 #+15145552897
Sell 4380  AUKV @ 148.64 #+15145554765
Sell 9090  AUKV @ 148.04 #+15145557344
Buy 12590  AUKV @ 148.36 #+15145552496
Buy 6830  AUKV @ 148.97 #+15145557642
Buy 9430  AUKV @ 149.14 #+15145555934
Sell 6170  AUKV @ 153.23 #+15145555074
Sell 14590  AUKV @ 157.9 #+15145555184
Buy 5350  AUKV @ 163.74 #+15145553583
Sell 11400  AUKV @ 167.13 #+15145559222
Sell 7660  AUKV @ 168.8 #+15145553116
Buy 8990  AUKV @ 169.76 #+15145550510
Buy 9090  AUKV @ 166.53 #+15145551935
Buy 9090  AUKV @ 165.82 #+15145558509
Sell 19450  AUKV @ 165.16 #+15145552814
Buy 26450  AUKV @ 160.95 #+15145557681
Sell 13120  AUKV @ 159.08 #+15145554665
Sell 6120  AUKV @ 155.6 #+15145559226
Sell 8950  AUKV @ 155.53 #+15145553683
Buy 24170  AUKV @ 154.98 #+15145555950
Buy 11820  AUKV @ 156.94 #+15145551484
Sell 14560  AUKV @ 154.84 #+15145553017
Buy 25230  AUKV @ 159.6 #+15145558033
Sell 17840  AUKV @ 164.92 #+15145559035
Sell 20470  AUKV @ 163.15 #+15145556950
Sell 18960  AUKV @ 162.23 #+15145556892
Sell 18910  AUKV @ 165.1 #+15145554524
Buy 13210  AUKV @ 166.57 #+15145550442
Sell 17430  AUKV @ 166.98 #+15145550802
Buy 23970  AUKV @ 169.42 #+15145550601
Sell 20030  AUKV @ 170.35 #+15145558535
Buy 14300  AUKV @ 176.11 #+15145554478
Sell 9510  AUKV @ 178.41 #+15145550318
Sell 8970  AUKV @ 183.63 #+15145555736
Sell 15410  AUKV @ 185.86 #+15145555021
Buy 9330  AUKV @ 185.01 #+15145559877
Buy 18290  AUKV @ 185.75 #+15145551470
Sell 17500  AUKV @ 189.79 #+15145555186
Buy 28570  AUKV @ 187.08 #+15145553611
Buy 15630  AUKV @ 184.52 #+15145553023
Sell 18010  AUKV @ 181.3 #+15145552890
Buy 8210  AUKV @ 183.14 #+15145556503
Buy 9470  AUKV @ 187.29 #+15145553663
Sell 15140  AUKV @ 187.85 #+15145550087
Sell 15720  AUKV @ 192.1 #+15145551095
Sell 7900  AUKV @ 187.15 #+15145559198
