Parallel {
Buy 8850  AUKV @ 91.77 #+15145559425
Buy 35800  AVAB @ 180.95 #+15145554848
Sell 37490  AVAB @ 185.46 #+15145550557
Buy 13640  AKZOY @ 97.66 #+15145552745
Buy 25000  AUKV @ 162 #+15145559791
Sell 26890  AUKV @ 159.5 #+15145554514
Buy 470  ABLE @ 16.21 #+15145559527
Buy 44250  AUKV @ 157.66 #+15145552644
Sell 40730  AUKV @ 156.77 #+15145556782
Buy 37300  AVAB @ 184.7 #+15145551522
Buy 450  ABLE @ 16.59 #+15145557397
Buy 49440  AUKV @ 158.04 #+15145554335
Sell 8830  AGOG @ 55.92 #+15145558624
Buy 10890  AGOG @ 56.33 #+15145558985
Buy 9550  AKZOY @ 97.67 #+15145558509
Sell 580  ABLE @ 16.69 #+15145557446
Buy 47780  AUKV @ 160.34 #+15145555767
Buy 47610  AUKV @ 159.5 #+15145557982
Buy 7210  AKZOY @ 97.64 #+15145559634
Buy 24760  AVAB @ 190.78 #+15145552032
Sell 19220  AVAB @ 190.29 #+15145558265
Buy 11570  AGOG @ 56.11 #+15145552616
Sell 24620  AVAB @ 186.63 #+15145553858
Sell 470  ABLE @ 16.52 #+15145559490
Buy 33430  AVAB @ 193.8 #+15145551457
Buy 560  ABLE @ 16.74 #+15145557142
Sell 33410  AUKV @ 159.1 #+15145558746
Buy 6200  AKZOY @ 97.95 #+15145550228
Sell 430  ABLE @ 16.93 #+15145557968
Sell 19270  AUKV @ 162.67 #+15145554014
Sell 9560  AKZOY @ 98 #+15145555785
Buy 6330  AKZOY @ 97.55 #+15145558441
Buy 890  ABLE @ 17.13 #+15145552165
Sell 23840  AVAB @ 191.01 #+15145559340
Sell 10520  AUKV @ 161.69 #+15145550687
Buy 4360  AKZOY @ 97.35 #+15145556380
Sell 19610  AGOG @ 51.82 #+15145552264
Sell 5050  AKZOY @ 97.23 #+15145556471
Buy 6240  AKZOY @ 97.6 #+15145557545
Buy 35580  AVAB @ 187.33 #+15145554205
Sell 750  ABLE @ 16.97 #+15145551383
Buy 15890  AUKV @ 159.08 #+15145556246
Buy 15720  AUKV @ 160.68 #+15145555699
Buy 11400  AUKV @ 163.2 #+15145554938
Sell 23700  AUKV @ 158.83 #+15145558270
Sell 17250  AGOG @ 59.02 #+15145551447
Sell 10360  AKZOY @ 97.8 #+15145556617
Sell 45460  AVAB @ 192.09 #+15145550176
Sell 39530  AVAB @ 194.06 #+15145554975
Buy 40590  AVAB @ 193.88 #+15145553849
Buy 5870  AKZOY @ 98.22 #+15145556924
Sell 32670  AUKV @ 160.1 #+15145553504
Sell 12580  AGOG @ 52.13 #+15145553454
Buy 15290  AGOG @ 55.31 #+15145553234
Sell 500  ABLE @ 16.93 #+15145555343
Sell 7690  AKZOY @ 98.52 #+15145554110
Sell 10640  AGOG @ 55.48 #+15145558217
Buy 28680  AUKV @ 160.84 #+15145558144
Buy 25860  AUKV @ 162.19 #+15145556595
Buy 9250  AGOG @ 52.23 #+15145552458
Buy 440  ABLE @ 17.14 #+15145555395
Buy 820  ABLE @ 17.3 #+15145557442
Buy 12590  AGOG @ 54.57 #+15145557673
Sell 420  ABLE @ 17.25 #+15145551240
Buy 38110  AVAB @ 190.17 #+15145554303
Buy 16930  AUKV @ 163.45 #+15145559014
Buy 490  ABLE @ 17.28 #+15145559379
Buy 14730  AGOG @ 53.89 #+15145558339
Buy 18690  AUKV @ 162.62 #+15145552344
Sell 17760  AUKV @ 167.68 #+15145551561
Buy 40300  AVAB @ 195.93 #+15145559354
Buy 8260  AUKV @ 171.25 #+15145553294
Sell 43160  AVAB @ 195.43 #+15145555864
Buy 16820  AUKV @ 169.24 #+15145552432
Buy 6640  AKZOY @ 99.27 #+15145553335
Buy 33040  AUKV @ 172.27 #+15145558507
Buy 570  ABLE @ 17.41 #+15145558295
Sell 430  ABLE @ 17.3 #+15145556024
Sell 36660  AVAB @ 188.46 #+15145553878
Sell 59610  AUKV @ 164 #+15145558719
Buy 7470  AKZOY @ 99.54 #+15145551165
Sell 25700  AUKV @ 168.52 #+15145553925
Sell 19880  AUKV @ 168.38 #+15145559034
Buy 19330  AGOG @ 55.1 #+15145552343
Sell 22680  AVAB @ 188.93 #+15145550424
Sell 12840  AGOG @ 53.26 #+15145553724
Sell 14500  AUKV @ 175.78 #+15145554451
Sell 11600  AGOG @ 53.95 #+15145558288
Sell 11040  AKZOY @ 99.24 #+15145550803
Sell 440  ABLE @ 17.41 #+15145556417
Buy 9760  AKZOY @ 99.22 #+15145552465
Buy 15460  AGOG @ 53.63 #+15145550293
Buy 18110  AGOG @ 53.13 #+15145555642
Buy 9360  AKZOY @ 99.6 #+15145555932
Buy 7370  AKZOY @ 99.45 #+15145558143
Buy 18610  AGOG @ 52.24 #+15145551604
Buy 5610  AKZOY @ 99.25 #+15145551924
Buy 8110  AKZOY @ 99.21 #+15145553087
Buy 390  ABLE @ 17.37 #+15145554587
Sell 370  ABLE @ 17.27 #+15145556379
Sell 8330  AKZOY @ 98.66 #+15145552285
Sell 6440  AKZOY @ 98.79 #+15145558016
Sell 390  ABLE @ 17.23 #+15145557133
Sell 5850  AKZOY @ 98.6 #+15145555602
Buy 16490  AGOG @ 53.45 #+15145558117
Sell 7370  AKZOY @ 98.93 #+15145558774
Sell 50290  AVAB @ 185.27 #+15145552272
Buy 72950  AVAB @ 175.34 #+15145559386
Buy 320  ABLE @ 17.42 #+15145551112
Buy 21580  AGOG @ 54.08 #+15145553878
Buy 370  ABLE @ 17.83 #+15145558320
Sell 4520  AKZOY @ 98.7 #+15145552732
Buy 70350  AVAB @ 175.35 #+15145555428
Sell 44480  AVAB @ 175.58 #+15145557207
Sell 460  ABLE @ 17.94 #+15145557294
Buy 42380  AVAB @ 177.72 #+15145554371
Sell 18480  AVAB @ 174.57 #+15145558740
Sell 7230  AKZOY @ 99.32 #+15145556753
Sell 3870  AKZOY @ 99.32 #+15145557183
Sell 25150  AGOG @ 54.06 #+15145555436
Buy 13190  AUKV @ 172.35 #+15145550408
Buy 20070  AGOG @ 52.9 #+15145558766
Buy 14020  AUKV @ 178.43 #+15145552382
Sell 8590  AUKV @ 178.52 #+15145559234
Buy 520  ABLE @ 18.08 #+15145556526
Buy 5880  AKZOY @ 99.58 #+15145552325
Sell 9620  AUKV @ 181.11 #+15145558140
Buy 3880  AKZOY @ 99.16 #+15145554210
Buy 520  ABLE @ 17.93 #+15145556053
Buy 6460  AUKV @ 178.97 #+15145558658
Buy 12230  AVAB @ 166.37 #+15145557233
Buy 340  ABLE @ 17.76 #+15145555408
Sell 2600  AKZOY @ 99.23 #+15145550640
Buy 14890  AVAB @ 171.32 #+15145559545
Buy 7280  AUKV @ 183.61 #+15145558409
Buy 340  ABLE @ 17.42 #+15145552944
Sell 7020  AUKV @ 183.62 #+15145550575
Buy 15420  AUKV @ 183.28 #+15145550990
Sell 340  ABLE @ 17.61 #+15145558309
Buy 4830  AUKV @ 184.79 #+15145557902
Sell 400  ABLE @ 17.58 #+15145551989
Sell 8280  AUKV @ 178.8 #+15145558183
Sell 5150  AKZOY @ 98.98 #+15145551095
Sell 360  ABLE @ 17.56 #+15145555036
Buy 21380  AGOG @ 49.28 #+15145557126
Buy 42630  AGOG @ 51.1 #+15145550781
Sell 4410  AKZOY @ 100.06 #+15145557598
Buy 530  ABLE @ 17.53 #+15145558599
Sell 36180  AGOG @ 53.05 #+15145551659
Buy 4090  AKZOY @ 100.79 #+15145551960
Buy 3150  AKZOY @ 100.47 #+15145557121
Sell 550  ABLE @ 17.39 #+15145554398
Sell 7360  AUKV @ 175.67 #+15145555362
Sell 1420  AUKV @ 177.91 #+15145551881
Sell 730  ABLE @ 16.84 #+15145554434
Buy 4040  AKZOY @ 100.33 #+15145550137
Sell 590  ABLE @ 16.91 #+15145559792
Sell 2670  AKZOY @ 100.53 #+15145551994
Buy 490  ABLE @ 16.99 #+15145552050
Sell 12560  AUKV @ 177.25 #+15145558121
Sell 29980  AVAB @ 167.83 #+15145552594
Sell 2590  AKZOY @ 100.28 #+15145550678
Sell 11620  AUKV @ 175.28 #+15145552053
Sell 54650  AGOG @ 51.34 #+15145550638
Buy 360  ABLE @ 16.93 #+15145559791
Sell 204330  AGOG @ 51.52 #+15145552219
Buy 320  ABLE @ 17.01 #+15145555140
Sell 39760  AGOG @ 51.26 #+15145555576
Sell 3400  AKZOY @ 100.6 #+15145552553
Buy 3960  AKZOY @ 101.35 #+15145550274
Buy 15030  AUKV @ 175.12 #+15145557421
Buy 1720  AKZOY @ 101.44 #+15145550705
Buy 32820  AVAB @ 169.81 #+15145557851
Buy 16360  AGOG @ 58.37 #+15145550026
Sell 10590  AUKV @ 176.45 #+15145558787
Sell 12480  AGOG @ 57.77 #+15145554528
Buy 24210  AVAB @ 162 #+15145554270
Sell 19460  AGOG @ 57.85 #+15145552714
Buy 3790  AKZOY @ 102.36 #+15145557240
Sell 5110  AUKV @ 180.04 #+15145552200
Buy 25130  AVAB @ 159.5 #+15145557773
Sell 2880  AKZOY @ 101.84 #+15145550624
Buy 18700  AGOG @ 61.69 #+15145550326
Buy 11550  AUKV @ 185.4 #+15145554500
Buy 1960  AKZOY @ 101.85 #+15145555864
Sell 46470  AVAB @ 157.66 #+15145559483
Sell 9530  AUKV @ 188.33 #+15145558489
Buy 4800  AUKV @ 184.61 #+15145553353
Sell 440  ABLE @ 17.07 #+15145553260
Sell 370  ABLE @ 17 #+15145550885
Buy 41120  AVAB @ 156.77 #+15145555055
Sell 12020  AUKV @ 176.62 #+15145552081
Sell 9420  AUKV @ 171.43 #+15145551463
Sell 1770  AKZOY @ 101.9 #+15145558819
Buy 11280  AGOG @ 59.51 #+15145551913
Sell 380  ABLE @ 16.66 #+15145552557
Sell 2080  AKZOY @ 101.71 #+15145557092
Sell 500  ABLE @ 16.51 #+15145557811
Sell 15310  AGOG @ 59.24 #+15145558915
Sell 12370  AGOG @ 59.33 #+15145555132
Buy 270  ABLE @ 16.45 #+15145552184
Buy 320  ABLE @ 16.45 #+15145557331
Sell 440  ABLE @ 16.72 #+15145550118
Sell 46870  AVAB @ 158.04 #+15145554244
Buy 530  ABLE @ 16.35 #+15145554178
Sell 45370  AVAB @ 160.34 #+15145551962
Sell 5130  AKZOY @ 101.88 #+15145551617
Buy 13800  AGOG @ 56.75 #+15145556346
Sell 13450  AGOG @ 58.21 #+15145552940
Sell 2640  AKZOY @ 102.17 #+15145559669
Sell 5560  AKZOY @ 101.91 #+15145553473
Buy 8060  AGOG @ 58.89 #+15145558497
Sell 4840  AUKV @ 171.19 #+15145556665
Buy 9130  AUKV @ 170.64 #+15145551324
Sell 2410  AKZOY @ 102.31 #+15145558557
Buy 2910  AKZOY @ 101.95 #+15145550477
Sell 22560  AGOG @ 58.37 #+15145553872
Buy 410  ABLE @ 16.4 #+15145550728
Buy 9540  AUKV @ 174.7 #+15145551778
Buy 640  ABLE @ 16.28 #+15145558343
Buy 15740  AGOG @ 58.7 #+15145555813
Buy 4670  AUKV @ 172.83 #+15145557000
Buy 11440  AUKV @ 175.38 #+15145556049
Buy 3770  AKZOY @ 102.28 #+15145557128
Buy 14030  AGOG @ 58.67 #+15145555931
Sell 16580  AGOG @ 57.86 #+15145551215
Sell 380  ABLE @ 16.17 #+15145556594
Sell 7750  AUKV @ 176.42 #+15145554306
Sell 550  ABLE @ 16 #+15145556042
Buy 560  ABLE @ 16.06 #+15145557382
Buy 830  ABLE @ 16.02 #+15145556379
Buy 1220  ABLE @ 16.22 #+15145550841
Buy 45760  AVAB @ 159.5 #+15145552816
Buy 1450  ABLE @ 16.09 #+15145550467
Buy 860  ABLE @ 15.79 #+15145554235
Buy 35340  AVAB @ 159.1 #+15145557612
Sell 680  ABLE @ 15.82 #+15145556845
Buy 10200  AUKV @ 180 #+15145552998
Sell 3060  AUKV @ 183.65 #+15145556256
Sell 12680  AVAB @ 162.67 #+15145559426
Buy 6900  AVAB @ 161.69 #+15145558851
Buy 11450  AGOG @ 56.88 #+15145558815
Sell 8780  AVAB @ 159.08 #+15145558213
Buy 690  ABLE @ 15.86 #+15145555597
Sell 10260  AUKV @ 181.76 #+15145559274
Sell 14340  AVAB @ 160.68 #+15145554228
Buy 10950  AUKV @ 183.4 #+15145551975
Buy 5370  AUKV @ 181.06 #+15145557586
Sell 4030  AKZOY @ 102.53 #+15145557029
Sell 3000  AKZOY @ 102.55 #+15145552508
Buy 17140  AVAB @ 163.2 #+15145554936
Sell 2360  AKZOY @ 102.43 #+15145554301
Sell 870  ABLE @ 15.79 #+15145554819
Sell 6940  AUKV @ 179.75 #+15145556263
Sell 2320  AKZOY @ 102.99 #+15145553969
Buy 18920  AVAB @ 158.83 #+15145554917
Sell 830  ABLE @ 15.65 #+15145554421
Buy 31300  AVAB @ 160.1 #+15145559544
Buy 600  ABLE @ 15.84 #+15145557767
Sell 710  ABLE @ 15.51 #+15145552886
Buy 17370  AGOG @ 59.06 #+15145552700
Buy 11500  AGOG @ 59.76 #+15145550056
Sell 3320  AKZOY @ 102.67 #+15145551579
Buy 10820  AUKV @ 179.41 #+15145552177
Buy 25990  AVAB @ 160.84 #+15145559339
Sell 660  ABLE @ 15.38 #+15145557155
Buy 22230  AVAB @ 162.19 #+15145552353
Buy 18250  AGOG @ 57.67 #+15145555848
Sell 430  ABLE @ 15.57 #+15145558178
Buy 20360  AVAB @ 163.45 #+15145554834
Buy 4140  AUKV @ 180.7 #+15145551600
Buy 19700  AVAB @ 162.62 #+15145557716
Buy 4030  AKZOY @ 103.07 #+15145559374
Sell 400  ABLE @ 15.68 #+15145551510
Buy 310  ABLE @ 15.85 #+15145551477
Sell 9160  AUKV @ 176.66 #+15145559550
Buy 9650  AUKV @ 180.69 #+15145559058
Sell 16090  AVAB @ 167.68 #+15145557595
Sell 790  ABLE @ 15.68 #+15145559060
Buy 12610  AGOG @ 56.8 #+15145556927
Buy 540  ABLE @ 15.46 #+15145559753
Buy 4670  AKZOY @ 103.1 #+15145554763
Sell 12650  AUKV @ 184.89 #+15145551648
Buy 12230  AGOG @ 57.33 #+15145558009
Sell 430  ABLE @ 15.32 #+15145551479
Sell 17510  AVAB @ 171.25 #+15145554429
Sell 16340  AVAB @ 169.24 #+15145552792
Sell 7690  AUKV @ 189.4 #+15145550850
Buy 30370  AVAB @ 172.27 #+15145552256
Buy 62150  AVAB @ 164 #+15145556099
Sell 6450  AUKV @ 193.41 #+15145559217
Sell 2910  AKZOY @ 103.18 #+15145553231
Sell 27610  AVAB @ 168.52 #+15145551699
Sell 19040  AVAB @ 168.38 #+15145557244
Sell 12950  AGOG @ 55.66 #+15145552953
Sell 9420  AUKV @ 194.15 #+15145558453
Buy 22370  AGOG @ 55.99 #+15145555097
Buy 2600  AKZOY @ 102.85 #+15145558381
Buy 9460  AUKV @ 200.23 #+15145559815
Buy 8120  AKZOY @ 103.34 #+15145551741
Buy 9680  AUKV @ 209.61 #+15145556380
Buy 19250  AGOG @ 60.8 #+15145559281
Buy 10500  AVAB @ 175.78 #+15145556593
Buy 16430  AGOG @ 56.54 #+15145551422
Buy 14340  AGOG @ 55.24 #+15145555868
Sell 12490  AUKV @ 211.64 #+15145553832
Buy 6960  AKZOY @ 103.88 #+15145552483
Buy 6670  AKZOY @ 103.53 #+15145554382
Sell 5930  AKZOY @ 103.93 #+15145555137
Sell 550  ABLE @ 15.43 #+15145557673
Buy 340  ABLE @ 15.43 #+15145553828
Buy 14370  AVAB @ 172.35 #+15145559092
Buy 10210  AUKV @ 209.98 #+15145559909
Sell 450  ABLE @ 15.47 #+15145554464
Buy 10040  AGOG @ 55.35 #+15145550426
Sell 550  ABLE @ 15.59 #+15145552057
Buy 550  ABLE @ 15.37 #+15145551168
Buy 610  ABLE @ 15.23 #+15145558919
Sell 20530  AGOG @ 55.78 #+15145558748
Buy 17470  AGOG @ 55.95 #+15145558314
Buy 3840  AKZOY @ 104.07 #+15145555401
Buy 15610  AGOG @ 56.05 #+15145557537
Sell 4330  AKZOY @ 104.57 #+15145559643
Buy 530  ABLE @ 15.27 #+15145552068
Buy 4110  AKZOY @ 104.64 #+15145550503
Buy 4730  AKZOY @ 104.38 #+15145559031
Buy 810  ABLE @ 15.1 #+15145556485
Sell 12090  AVAB @ 178.43 #+15145557523
Buy 660  ABLE @ 15.27 #+15145557351
Buy 2510  AKZOY @ 104.29 #+15145552912
Sell 2160  AKZOY @ 104.32 #+15145550587
Sell 600  ABLE @ 15.36 #+15145556855
Sell 2830  AKZOY @ 104.39 #+15145558468
Buy 8920  AUKV @ 203.59 #+15145553833
Sell 8530  AUKV @ 197.79 #+15145550320
Buy 17180  AGOG @ 56.35 #+15145556042
Buy 2090  AKZOY @ 104.15 #+15145551926
Sell 16470  AGOG @ 57.18 #+15145552612
Sell 9550  AUKV @ 200.94 #+15145559348
Buy 16650  AGOG @ 57.63 #+15145552164
Sell 11890  AVAB @ 178.52 #+15145558557
Buy 11260  AVAB @ 181.11 #+15145552844
Sell 21300  AGOG @ 57.45 #+15145553159
Buy 7260  AVAB @ 178.97 #+15145550629
Buy 730  ABLE @ 15.28 #+15145557199
Sell 11500  AUKV @ 203.14 #+15145555525
Sell 490  ABLE @ 15.27 #+15145553022
Sell 7440  AUKV @ 196.61 #+15145557303
Sell 610  ABLE @ 15.2 #+15145553961
Buy 1340  ABLE @ 15.24 #+15145555692
Sell 6400  AVAB @ 183.61 #+15145555895
Buy 16240  AGOG @ 56.95 #+15145555689
Buy 13840  AGOG @ 58.91 #+15145556828
Buy 790  ABLE @ 15.03 #+15145553742
Buy 720  ABLE @ 15.32 #+15145557458
Sell 10010  AVAB @ 183.62 #+15145556143
Sell 2190  AKZOY @ 104.05 #+15145555352
Buy 15960  AVAB @ 183.28 #+15145559520
Sell 6700  AUKV @ 191.24 #+15145553786
Sell 550  ABLE @ 15.26 #+15145550607
Buy 11680  AVAB @ 184.79 #+15145554362
Buy 12860  AVAB @ 178.8 #+15145552844
Sell 34730  AGOG @ 57.5 #+15145551610
Sell 10100  AVAB @ 175.67 #+15145555862
Buy 27280  AGOG @ 58.21 #+15145559058
Sell 720  ABLE @ 15.32 #+15145552661
Sell 4080  AKZOY @ 104.09 #+15145552366
Buy 6140  AVAB @ 177.91 #+15145557247
Sell 3320  AKZOY @ 103.65 #+15145554238
Sell 28580  AGOG @ 57.04 #+15145558026
Buy 2250  AKZOY @ 103.19 #+15145552862
Buy 4610  AUKV @ 193.33 #+15145556451
Buy 3860  AUKV @ 192.73 #+15145555053
Sell 480  ABLE @ 15.52 #+15145557493
Sell 630  ABLE @ 15.58 #+15145554799
Buy 3360  AKZOY @ 102.48 #+15145552894
Sell 35080  AGOG @ 55.09 #+15145558980
Buy 33120  AGOG @ 55.4 #+15145553586
Sell 3070  AKZOY @ 102.5 #+15145559130
Buy 12010  AUKV @ 193.25 #+15145557986
Buy 3550  AKZOY @ 102.48 #+15145551219
Buy 11570  AUKV @ 197.4 #+15145558678
Buy 3200  AKZOY @ 102.23 #+15145556198
Sell 500  ABLE @ 15.68 #+15145552592
Buy 7200  AUKV @ 188.44 #+15145555823
Buy 13010  AUKV @ 188.31 #+15145551611
Sell 17020  AUKV @ 193.1 #+15145552976
Buy 2490  AKZOY @ 101.89 #+15145552533
Buy 13780  AUKV @ 191.64 #+15145551607
Sell 350  ABLE @ 16.04 #+15145553214
Sell 10720  AVAB @ 177.25 #+15145550165
Buy 38250  AGOG @ 54.71 #+15145554837
Sell 3480  AKZOY @ 101.65 #+15145554969
Buy 16990  AVAB @ 175.28 #+15145556250
Sell 13700  AUKV @ 188.47 #+15145553674
Buy 7750  AUKV @ 192.21 #+15145558805
Buy 3280  AKZOY @ 102.4 #+15145553275
Buy 390  ABLE @ 16.14 #+15145553860
Sell 4170  AKZOY @ 102.02 #+15145551102
Sell 4680  AKZOY @ 101.95 #+15145558420
Buy 12550  AUKV @ 194.62 #+15145552185
Sell 12900  AVAB @ 175.12 #+15145555756
Buy 3610  AKZOY @ 102.46 #+15145552706
Sell 11050  AVAB @ 176.45 #+15145555413
Sell 5320  AVAB @ 180.04 #+15145553099
Sell 730  ABLE @ 16.11 #+15145551087
Sell 2840  AKZOY @ 103.18 #+15145556848
Sell 3290  AKZOY @ 103.38 #+15145553024
Sell 500  ABLE @ 15.98 #+15145554468
Buy 5280  AVAB @ 185.4 #+15145559821
Sell 6010  AUKV @ 196.08 #+15145558151
Buy 620  ABLE @ 15.98 #+15145558404
Buy 9520  AUKV @ 195.87 #+15145555863
Buy 10670  AVAB @ 188.33 #+15145550700
Sell 700  ABLE @ 16.06 #+15145557975
Sell 39840  AGOG @ 53.67 #+15145558048
Buy 4030  AKZOY @ 103.03 #+15145550380
Buy 15330  AGOG @ 55.15 #+15145558625
Sell 8070  AUKV @ 193.34 #+15145559982
Buy 13350  AGOG @ 52.08 #+15145558076
Buy 16740  AGOG @ 54.83 #+15145557150
Sell 3610  AKZOY @ 102.78 #+15145556117
Sell 540  ABLE @ 16.27 #+15145552176
Sell 3290  AKZOY @ 103.01 #+15145556398
Buy 4010  AUKV @ 194.24 #+15145554832
Buy 12460  AUKV @ 194.82 #+15145550103
Buy 11240  AVAB @ 184.61 #+15145554919
Buy 24270  AGOG @ 58.16 #+15145553570
Sell 4910  AKZOY @ 103.37 #+15145553455
Sell 13790  AGOG @ 57.49 #+15145550989
Buy 13140  AUKV @ 191.7 #+15145558911
Sell 3240  AKZOY @ 103.58 #+15145554867
Buy 590  ABLE @ 16.23 #+15145557944
Sell 4770  AUKV @ 190.96 #+15145554517
Sell 13390  AGOG @ 55.48 #+15145556595
Buy 440  ABLE @ 16.36 #+15145559914
Sell 570  ABLE @ 16.39 #+15145553984
Buy 560  ABLE @ 16.32 #+15145558436
Buy 10320  AVAB @ 176.62 #+15145554317
Sell 5630  AKZOY @ 104.04 #+15145559431
Buy 3850  AKZOY @ 104.1 #+15145552926
Buy 8530  AUKV @ 187.07 #+15145553123
Sell 4280  AKZOY @ 104.38 #+15145552652
Buy 5700  AUKV @ 175.04 #+15145552254
Sell 18180  AGOG @ 56.73 #+15145550366
Buy 10710  AUKV @ 174.38 #+15145559567
Sell 3240  AUKV @ 175.75 #+15145559358
Sell 3070  AKZOY @ 104.56 #+15145556816
Sell 14680  AGOG @ 57.83 #+15145558820
Buy 13230  AUKV @ 175.25 #+15145553351
Buy 3600  AKZOY @ 104.01 #+15145556225
Sell 10400  AGOG @ 56.9 #+15145559331
Sell 520  ABLE @ 16.12 #+15145551697
Buy 23290  AGOG @ 55.85 #+15145550725
Buy 12450  AUKV @ 171.02 #+15145551370
Sell 3640  AKZOY @ 103.96 #+15145559566
Buy 340  ABLE @ 15.74 #+15145553198
Sell 400  ABLE @ 15.72 #+15145559224
Sell 380  ABLE @ 15.77 #+15145558318
Sell 16270  AGOG @ 61.02 #+15145554079
Sell 6100  AVAB @ 171.43 #+15145552489
Sell 7600  AUKV @ 174.48 #+15145559213
Buy 19750  AGOG @ 55.14 #+15145558742
Sell 13280  AGOG @ 56.97 #+15145558436
Sell 3640  AKZOY @ 104.05 #+15145555951
Buy 450  ABLE @ 15.67 #+15145556261
Buy 7470  AVAB @ 171.19 #+15145556143
Buy 5330  AUKV @ 165.5 #+15145557260
Buy 7790  AVAB @ 170.64 #+15145552460
Sell 3930  AKZOY @ 103.94 #+15145559311
Sell 19630  AGOG @ 58.51 #+15145556173
Buy 3240  AKZOY @ 104.47 #+15145558615
Buy 4240  AKZOY @ 105.16 #+15145558761
Buy 4680  AKZOY @ 104.83 #+15145554409
Sell 5360  AKZOY @ 104.61 #+15145557855
Sell 6270  AKZOY @ 105.79 #+15145555706
Sell 4880  AKZOY @ 104.93 #+15145557191
Sell 4780  AVAB @ 174.7 #+15145551615
Sell 24420  AGOG @ 57.97 #+15145557264
Buy 390  ABLE @ 15.63 #+15145557974
Buy 6280  AUKV @ 168.47 #+15145554833
Buy 1850  AVAB @ 172.83 #+15145559033
Sell 570  ABLE @ 15.84 #+15145554729
Buy 6510  AKZOY @ 104.57 #+15145559218
Sell 430  ABLE @ 15.78 #+15145559991
Buy 5610  AKZOY @ 104.99 #+15145559062
Buy 4100  AUKV @ 172.44 #+15145553935
Sell 6580  AVAB @ 175.38 #+15145554066
Sell 5520  AKZOY @ 105.16 #+15145550389
Sell 6760  AUKV @ 169.65 #+15145550726
Sell 11070  AUKV @ 171.2 #+15145555636
Sell 7230  AUKV @ 174.35 #+15145557284
Sell 9270  AVAB @ 176.42 #+15145552863
Buy 6540  AVAB @ 180 #+15145556332
Buy 600  ABLE @ 15.79 #+15145559027
Buy 820  ABLE @ 15.63 #+15145555779
Sell 22360  AGOG @ 57.75 #+15145556152
Sell 810  ABLE @ 15.71 #+15145559249
Buy 10110  AVAB @ 183.65 #+15145551581
Buy 5390  AKZOY @ 104.73 #+15145558256
Buy 15440  AGOG @ 58.29 #+15145551553
Buy 1430  AVAB @ 181.76 #+15145551530
Buy 25210  AGOG @ 57.75 #+15145552294
Buy 9950  AVAB @ 183.4 #+15145556972
Sell 10690  AVAB @ 181.06 #+15145551660
Buy 660  ABLE @ 15.65 #+15145558611
Sell 23400  AGOG @ 57.76 #+15145554806
Buy 77250  AGOG @ 58.68 #+15145555251
Buy 38600  AGOG @ 57.56 #+15145550575
Sell 680  ABLE @ 15.86 #+15145552160
Sell 18230  AGOG @ 56.32 #+15145556928
Buy 11050  AVAB @ 179.75 #+15145555202
Buy 660  ABLE @ 15.9 #+15145552782
Sell 610  ABLE @ 16.12 #+15145556462
Buy 620  ABLE @ 15.89 #+15145558124
Buy 4680  AKZOY @ 104.62 #+15145550109
Buy 4670  AKZOY @ 104.73 #+15145554210
Buy 5370  AKZOY @ 104.58 #+15145551504
Buy 12980  AUKV @ 174.55 #+15145552917
Sell 5220  AVAB @ 179.41 #+15145558841
Sell 5790  AKZOY @ 105.12 #+15145555441
Sell 15600  AGOG @ 55.54 #+15145558263
Sell 5930  AVAB @ 180.7 #+15145553508
Sell 1050  ABLE @ 15.89 #+15145559987
Sell 790  ABLE @ 15.66 #+15145555848
Buy 5040  AKZOY @ 104.98 #+15145557080
Sell 6090  AKZOY @ 105.71 #+15145554309
Buy 460  ABLE @ 15.87 #+15145556354
Buy 470  ABLE @ 15.93 #+15145559139
Buy 14920  AGOG @ 55.17 #+15145557323
Sell 11650  AVAB @ 176.66 #+15145553090
Sell 390  ABLE @ 16.16 #+15145557793
Sell 590  ABLE @ 16.22 #+15145555882
Sell 5320  AUKV @ 175.55 #+15145559676
Sell 9500  AUKV @ 175.51 #+15145557261
Sell 4730  AKZOY @ 105.85 #+15145557955
Buy 360  ABLE @ 16.39 #+15145558046
Buy 9270  AVAB @ 180.69 #+15145557036
Sell 22100  AGOG @ 58.24 #+15145555828
Sell 4480  AKZOY @ 106.11 #+15145551594
Sell 3970  AUKV @ 174.81 #+15145558407
Sell 530  ABLE @ 16.87 #+15145558318
Buy 9420  AVAB @ 184.89 #+15145555753
Sell 5690  AKZOY @ 106.24 #+15145554826
Sell 6800  AVAB @ 189.4 #+15145559814
Sell 9610  AGOG @ 55.89 #+15145554131
Buy 490  ABLE @ 16.86 #+15145550362
Sell 7890  AVAB @ 193.41 #+15145559374
Buy 12980  AGOG @ 57.03 #+15145550026
Sell 6240  AKZOY @ 106.29 #+15145554621
Buy 6050  AUKV @ 171.31 #+15145552364
Sell 5160  AVAB @ 194.15 #+15145553482
Sell 11320  AUKV @ 176.4 #+15145552811
Sell 9350  AUKV @ 172.31 #+15145557158
Buy 6730  AUKV @ 172.89 #+15145558705
Sell 21570  AGOG @ 56.69 #+15145556024
Sell 7060  AUKV @ 165.35 #+15145554485
Buy 5870  AKZOY @ 106.56 #+15145556806
Buy 9290  AUKV @ 163.66 #+15145554637
Sell 12230  AVAB @ 200.23 #+15145553029
